slug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
vonleno01,Noah Vonleh,POWER FORWARD,23,NEW YORK KNICKS,68,57,1722,207,440,46,137,111,156,113,415,129,46,51,88,174
vucevni01,Nikola Vučević,CENTER,28,ORLANDO MAGIC,80,80,2510,701,1354,84,231,179,227,224,736,307,81,89,159,157
wadedw01,Dwyane Wade,SHOOTING GUARD,37,MIAMI HEAT,72,2,1885,416,960,86,261,165,233,69,216,301,59,38,166,118
wagnemo01,Moritz Wagner,CENTER,21,LOS ANGELES LAKERS,43,5,446,71,171,22,77,43,53,17,68,24,11,13,39,57
waitedi01,Dion Waiters,SHOOTING GUARD,27,MIAMI HEAT,44,28,1138,198,478,109,289,22,44,7,109,121,29,9,64,72
walkeke02,Kemba Walker,POINT GUARD,28,CHARLOTTE HORNETS,82,82,2863,731,1684,260,731,380,450,52,309,484,102,34,211,131
walkelo01,Lonnie Walker,SHOOTING GUARD,20,SAN ANTONIO SPURS,17,0,118,16,46,5,13,8,10,0,17,9,7,3,4,7
walljo01,John Wall,POINT GUARD,28,WASHINGTON WIZARDS,32,32,1104,245,552,51,169,122,175,15,101,279,49,29,121,71
wallaty01,Tyrone Wallace,POINT GUARD,24,LOS ANGELES CLIPPERS,62,0,628,92,217,4,19,30,57,20,81,42,21,7,36,83
princta02,Taurean Waller-Prince,SMALL FORWARD,24,ATLANTA HAWKS,55,47,1552,262,594,123,315,95,116,22,177,118,53,19,100,141
wanambr01,Brad Wanamaker,POINT GUARD,29,BOSTON CELTICS,36,0,343,50,105,16,39,24,28,3,38,56,12,2,19,34
warretj01,T.J. Warren,SMALL FORWARD,25,PHOENIX SUNS,43,36,1360,297,611,77,180,101,124,31,143,64,51,29,52,119
washbju01,Julian Washburn,SMALL FORWARD,27,MEMPHIS GRIZZLIES,18,3,254,16,48,5,24,3,4,8,33,14,13,2,7,16
watanyu01,Yuta Watanabe,SMALL FORWARD,24,MEMPHIS GRIZZLIES,15,0,174,15,51,2,16,7,10,4,27,8,4,1,6,11
welshth01,Thomas Welsh,CENTER,22,DENVER NUGGETS,11,0,36,7,13,3,7,1,2,0,4,5,0,0,1,3
westbru01,Russell Westbrook,POINT GUARD,30,OKLAHOMA CITY THUNDER,73,73,2630,630,1473,119,411,296,451,109,698,784,142,33,325,245
whitede01,Derrick White,POINT GUARD,24,SAN ANTONIO SPURS,67,55,1728,260,543,48,142,95,123,35,212,263,67,47,97,145
whiteok01,Okaro White,POWER FORWARD,26,WASHINGTON WIZARDS,3,0,6,0,2,0,2,0,0,1,1,0,0,0,0,0
whiteha01,Hassan Whiteside,CENTER,29,MIAMI HEAT,72,53,1674,388,680,2,16,109,243,257,560,56,46,136,97,192
wiggian01,Andrew Wiggins,SMALL FORWARD,23,MINNESOTA TIMBERWOLVES,73,73,2543,498,1209,118,348,207,296,83,269,184,70,48,138,153
willial03,Alan Williams,POWER FORWARD,26,BROOKLYN NETS,5,0,26,8,13,0,1,2,4,4,15,3,1,0,1,2
willicj01,C.J. Williams,SHOOTING GUARD,28,MINNESOTA TIMBERWOLVES,15,0,128,17,35,5,16,0,1,1,7,12,6,0,5,16
willijo04,Johnathan Williams,CENTER,23,LOS ANGELES LAKERS,24,0,372,65,110,0,2,27,48,48,51,13,8,7,16,62
willike04,Kenrich Williams,SMALL FORWARD,24,NEW ORLEANS PELICANS,46,29,1079,107,279,52,156,13,19,55,164,83,45,19,36,95
willilo02,Lou Williams,SHOOTING GUARD,32,LOS ANGELES CLIPPERS,75,1,1993,484,1138,105,291,425,485,40,182,402,57,11,181,80
willima02,Marvin Williams,POWER FORWARD,32,CHARLOTTE HORNETS,75,75,2133,275,652,140,382,66,86,76,331,92,71,61,47,156
williro04,Robert Williams,CENTER,21,BOSTON CELTICS,32,2,283,36,51,0,0,9,15,27,54,7,9,40,10,36
willitr02,Troy Williams,SMALL FORWARD,24,SACRAMENTO KINGS,21,0,312,44,98,14,44,9,15,12,47,11,10,8,9,37
wilsodj01,D.J. Wilson,POWER FORWARD,22,MILWAUKEE BUCKS,48,3,882,104,251,46,127,26,47,45,177,52,18,20,32,85
winslju01,Justise Winslow,SMALL FORWARD,22,MIAMI HEAT,66,52,1959,324,749,96,256,86,137,63,292,282,72,19,142,177
woodch01,Christian Wood,POWER FORWARD,23,MILWAUKEE BUCKS,13,0,62,12,25,3,5,10,15,4,16,2,0,0,3,3
woodch01,Christian Wood,POWER FORWARD,23,NEW ORLEANS PELICANS,8,2,189,49,92,6,21,31,41,13,50,6,7,10,14,14
wrighde01,Delon Wright,POINT GUARD,26,TORONTO RAPTORS,49,2,897,127,293,30,90,53,61,39,86,110,46,15,37,53
wrighde01,Delon Wright,POINT GUARD,26,MEMPHIS GRIZZLIES,26,11,802,115,265,20,78,66,89,29,112,138,42,15,40,50
yabusgu01,Guerschon Yabusele,POWER FORWARD,23,BOSTON CELTICS,41,1,251,35,77,9,28,15,22,23,30,15,8,7,15,32
youngni01,Nick Young,SHOOTING GUARD,33,DENVER NUGGETS,4,0,37,3,9,3,8,0,0,0,1,2,0,1,2,4
youngth01,Thaddeus Young,POWER FORWARD,30,INDIANA PACERS,81,81,2489,443,841,51,146,87,135,192,331,204,123,36,123,194
youngtr01,Trae Young,POINT GUARD,20,ATLANTA HAWKS,81,81,2503,525,1256,156,482,343,414,64,237,653,72,15,308,140
zelleco01,Cody Zeller,CENTER,26,CHARLOTTE HORNETS,49,47,1243,190,345,6,22,111,141,110,223,102,38,41,62,164
zellety01,Tyler Zeller,CENTER,29,ATLANTA HAWKS,2,0,11,0,2,0,1,0,0,2,4,1,0,0,0,4
zellety01,Tyler Zeller,CENTER,29,MEMPHIS GRIZZLIES,4,1,82,16,28,0,0,14,18,9,9,3,1,3,4,16
zizican01,Ante Žižić,CENTER,22,CLEVELAND CAVALIERS,59,25,1082,183,331,0,0,93,132,108,212,53,13,22,61,113
zubaciv01,Ivica Zubac,CENTER,21,LOS ANGELES LAKERS,33,12,516,112,193,0,0,57,66,54,108,25,4,27,33,73
zubaciv01,Ivica Zubac,CENTER,21,LOS ANGELES CLIPPERS,26,25,524,100,186,0,0,44,60,61,139,38,10,24,37,64
abrinal01,Álex Abrines,SHOOTING GUARD,24,OKLAHOMA CITY THUNDER,75,8,1134,115,291,84,221,39,46,26,88,28,38,8,25,124
acyqu01,Quincy Acy,POWER FORWARD,27,BROOKLYN NETS,70,8,1359,130,365,102,292,49,60,40,217,57,33,29,60,149
adamsst01,Steven Adams,CENTER,24,OKLAHOMA CITY THUNDER,76,76,2487,448,712,0,2,160,286,384,301,88,92,78,128,215
adebaba01,Bam Adebayo,CENTER,20,MIAMI HEAT,69,19,1368,174,340,0,7,129,179,118,263,101,32,41,66,138
afflaar01,Arron Afflalo,SHOOTING GUARD,32,ORLANDO MAGIC,53,3,682,65,162,27,70,22,26,4,62,30,4,9,21,56
aldrico01,Cole Aldrich,CENTER,29,MINNESOTA TIMBERWOLVES,21,0,49,5,15,0,0,2,6,3,12,3,2,1,1,11
aldrila01,LaMarcus Aldridge,CENTER,32,SAN ANTONIO SPURS,75,75,2509,687,1347,27,92,334,399,246,389,152,43,90,111,161
allenja01,Jarrett Allen,CENTER,19,BROOKLYN NETS,72,31,1441,234,397,5,15,114,147,144,244,49,28,88,82,147
allenka01,Kadeem Allen,POINT GUARD,25,BOSTON CELTICS,18,1,107,6,22,0,11,7,9,4,7,12,3,2,9,15
allento01,Tony Allen,SMALL FORWARD,36,NEW ORLEANS PELICANS,22,0,273,44,91,4,12,11,21,20,27,9,11,3,19,49
aminual01,Al-Farouq Aminu,POWER FORWARD,27,PORTLAND TRAIL BLAZERS,69,67,2072,230,582,125,339,59,80,97,428,84,79,40,79,136
anderju01,Justin Anderson,SMALL FORWARD,24,PHILADELPHIA 76ERS,38,0,519,87,202,34,103,28,38,25,68,25,15,7,16,54
anderky01,Kyle Anderson,SMALL FORWARD,24,SAN ANTONIO SPURS,74,67,1978,231,438,19,57,104,146,84,312,202,115,60,94,114
anderry01,Ryan Anderson,POWER FORWARD,29,HOUSTON ROCKETS,66,50,1725,207,480,131,339,72,93,94,237,60,24,21,42,126
anigbik01,Ike Anigbogu,CENTER,19,INDIANA PACERS,11,0,30,4,9,0,0,5,6,5,4,0,1,3,2,1
antetgi01,Giannis Antetokounmpo,POWER FORWARD,23,MILWAUKEE BUCKS,75,75,2756,742,1402,43,140,487,641,156,597,361,109,106,223,231
anthoca01,Carmelo Anthony,POWER FORWARD,33,OKLAHOMA CITY THUNDER,78,78,2501,472,1168,169,474,148,193,67,386,103,47,49,99,197
anunoog01,OG Anunoby,SMALL FORWARD,20,TORONTO RAPTORS,74,62,1481,163,346,73,197,39,62,44,140,55,52,14,45,130
arcidry01,Ryan Arcidiacono,POINT GUARD,23,CHICAGO BULLS,24,0,304,17,41,9,31,5,6,1,24,35,13,0,13,18
arizatr01,Trevor Ariza,SMALL FORWARD,32,HOUSTON ROCKETS,67,67,2269,268,651,170,462,76,89,33,261,105,98,13,52,132
arthuda01,Darrell Arthur,POWER FORWARD,29,DENVER NUGGETS,19,1,141,22,47,8,23,2,3,3,12,9,8,3,15,22
artisja01,Jamel Artis,SHOOTING GUARD,25,ORLANDO MAGIC,15,1,279,31,79,8,29,7,12,4,34,18,2,3,8,11
asikom01,Ömer Aşık,CENTER,31,NEW ORLEANS PELICANS,14,0,121,7,16,0,0,4,12,7,30,2,1,2,5,14
asikom01,Ömer Aşık,CENTER,31,CHICAGO BULLS,4,0,61,2,6,0,0,0,1,2,8,1,1,2,4,6
augusdj01,D.J. Augustin,POINT GUARD,30,ORLANDO MAGIC,75,36,1760,244,540,114,272,164,189,30,130,287,54,0,123,94
babbilu01,Luke Babbitt,SMALL FORWARD,28,ATLANTA HAWKS,37,9,570,80,168,49,111,17,22,5,76,26,7,5,15,47
babbilu01,Luke Babbitt,SMALL FORWARD,28,MIAMI HEAT,13,5,145,11,47,11,45,0,0,2,13,5,1,2,4,7
bacondw01,Dwayne Bacon,SHOOTING GUARD,22,CHARLOTTE HORNETS,53,6,713,72,192,11,43,20,25,4,120,38,16,2,23,46
bakerro01,Ron Baker,SHOOTING GUARD,24,NEW YORK KNICKS,29,1,385,20,59,11,33,20,26,5,25,47,26,6,18,33
baldwwa01,Wade Baldwin,POINT GUARD,21,PORTLAND TRAIL BLAZERS,7,0,80,14,21,4,5,6,10,1,7,5,2,1,4,12
balllo01,Lonzo Ball,POINT GUARD,20,LOS ANGELES LAKERS,52,50,1780,203,564,90,295,32,71,69,291,376,88,43,136,117
bareajo01,J.J. Barea,POINT GUARD,33,DALLAS MAVERICKS,69,10,1603,303,690,115,313,80,102,15,186,434,35,3,143,83
barneha02,Harrison Barnes,POWER FORWARD,25,DALLAS MAVERICKS,77,77,2634,537,1208,119,333,259,313,77,391,152,49,14,118,94
bartowi01,Will Barton,SHOOTING GUARD,27,DENVER NUGGETS,81,40,2683,465,1028,156,422,182,226,70,339,331,82,52,149,168
batumni01,Nicolas Batum,SHOOTING GUARD,29,CHARLOTTE HORNETS,64,64,1981,270,650,92,274,108,130,57,249,349,65,23,131,72
bayleje01,Jerryd Bayless,SHOOTING GUARD,29,PHILADELPHIA 76ERS,39,11,925,109,262,54,146,35,44,15,65,54,23,6,46,91
baynear01,Aron Baynes,CENTER,31,BOSTON CELTICS,81,67,1485,210,446,3,21,59,78,130,304,93,22,51,80,200
bazemke01,Kent Bazemore,SHOOTING GUARD,28,ATLANTA HAWKS,65,65,1789,284,676,108,274,160,201,25,223,228,100,45,157,147
bealbr01,Bradley Beal,SHOOTING GUARD,24,WASHINGTON WIZARDS,82,82,2977,683,1484,199,530,292,369,61,302,373,96,36,214,160
beaslma01,Malik Beasley,SHOOTING GUARD,21,DENVER NUGGETS,62,0,583,73,178,28,82,22,33,14,57,31,15,7,24,36
beaslmi01,Michael Beasley,POWER FORWARD,29,NEW YORK KNICKS,74,30,1653,409,807,34,86,124,159,97,317,123,36,43,143,145
belinma01,Marco Belinelli,SHOOTING GUARD,31,ATLANTA HAWKS,52,1,1210,199,485,92,247,101,109,14,86,103,46,3,54,41
belinma01,Marco Belinelli,SHOOTING GUARD,31,PHILADELPHIA 76ERS,28,1,737,138,279,57,148,47,54,6,45,45,20,9,40,50
belljo01,Jordan Bell,CENTER,23,GOLDEN STATE WARRIORS,57,13,809,116,185,0,4,30,44,60,147,102,35,56,51,92
bembrde01,DeAndre' Bembry,SMALL FORWARD,23,ATLANTA HAWKS,26,3,455,53,128,11,30,19,33,8,64,49,21,12,47,38
bendedr01,Dragan Bender,POWER FORWARD,20,PHOENIX SUNS,82,37,2069,187,484,118,322,39,51,40,321,130,22,53,112,166
bertada01,Dāvis Bertāns,POWER FORWARD,25,SAN ANTONIO SPURS,77,10,1086,161,366,94,252,40,49,18,135,74,26,28,36,93
beverpa01,Patrick Beverley,SHOOTING GUARD,29,LOS ANGELES CLIPPERS,11,11,334,48,119,24,60,14,17,16,29,32,19,5,25,34
birchkh01,Khem Birch,CENTER,25,ORLANDO MAGIC,42,0,578,68,126,0,0,42,61,70,110,34,15,21,21,56
birdja01,Jabari Bird,SHOOTING GUARD,23,BOSTON CELTICS,13,1,115,15,26,3,7,6,13,6,13,8,3,1,8,7
biyombi01,Bismack Biyombo,CENTER,25,ORLANDO MAGIC,82,25,1495,183,352,0,1,102,157,144,324,66,21,95,84,158
bjeline01,Nemanja Bjelica,POWER FORWARD,29,MINNESOTA TIMBERWOLVES,67,21,1371,171,371,76,183,36,45,53,221,86,50,16,52,141
blackta01,Tarik Black,CENTER,26,HOUSTON ROCKETS,51,2,536,75,127,1,11,29,63,63,100,13,21,30,35,107
blakean01,Antonio Blakeney,SHOOTING GUARD,21,CHICAGO BULLS,19,0,314,53,143,15,52,30,39,4,29,20,7,1,11,19
bledser01,Eric Bledsoe,POINT GUARD,28,PHOENIX SUNS,3,3,83,16,40,4,13,11,14,3,4,9,4,2,10,6
bledser01,Eric Bledsoe,POINT GUARD,28,MILWAUKEE BUCKS,71,71,2239,452,949,121,347,241,303,48,229,361,145,40,206,179
blueva01,Vander Blue,SHOOTING GUARD,25,LOS ANGELES LAKERS,5,0,45,1,5,0,2,1,2,0,1,3,1,0,3,2
bogdabo01,Bogdan Bogdanović,SHOOTING GUARD,25,SACRAMENTO KINGS,78,53,2175,344,772,129,329,100,119,31,192,258,72,16,125,172
bogdabo02,Bojan Bogdanović,SMALL FORWARD,28,INDIANA PACERS,80,80,2464,404,852,155,386,178,205,30,240,119,55,8,106,129
bogutan01,Andrew Bogut,CENTER,33,LOS ANGELES LAKERS,24,5,216,17,25,0,0,2,2,26,52,15,4,13,19,40
bolomjo01,Joel Bolomboy,POWER FORWARD,24,MILWAUKEE BUCKS,6,0,38,3,6,0,1,3,6,6,4,0,2,0,2,3
bookede01,Devin Booker,SHOOTING GUARD,21,PHOENIX SUNS,54,54,1865,455,1054,147,384,289,329,26,218,253,47,14,194,168
booketr01,Trevor Booker,POWER FORWARD,30,BROOKLYN NETS,18,6,395,77,150,3,12,24,43,38,81,38,8,5,30,43
booketr01,Trevor Booker,POWER FORWARD,30,PHILADELPHIA 76ERS,33,0,494,61,109,2,7,32,39,47,75,27,16,11,20,50
booketr01,Trevor Booker,POWER FORWARD,30,INDIANA PACERS,17,1,269,39,84,3,14,10,11,32,45,17,4,5,9,26
bouchch01,Chris Boucher,POWER FORWARD,25,GOLDEN STATE WARRIORS,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
bradlav01,Avery Bradley,SHOOTING GUARD,27,DETROIT PISTONS,40,40,1268,233,570,74,194,61,80,19,75,83,46,7,93,80
bradlav01,Avery Bradley,SHOOTING GUARD,27,LOS ANGELES CLIPPERS,6,6,165,26,55,1,9,2,2,3,19,11,5,1,8,12
bradlto01,Tony Bradley,CENTER,20,UTAH JAZZ,9,0,29,3,11,0,1,2,2,4,7,1,0,0,0,1
breweco01,Corey Brewer,SMALL FORWARD,31,LOS ANGELES LAKERS,54,2,694,78,172,8,43,34,51,23,70,41,41,8,38,83
breweco01,Corey Brewer,SHOOTING GUARD,31,OKLAHOMA CITY THUNDER,18,16,514,64,144,23,67,31,39,20,41,24,38,6,11,56
brogdma01,Malcolm Brogdon,POINT GUARD,25,MILWAUKEE BUCKS,48,20,1436,244,503,62,161,75,85,23,133,152,41,13,66,128
brookaa01,Aaron Brooks,POINT GUARD,33,MINNESOTA TIMBERWOLVES,32,1,189,28,69,11,31,8,11,7,10,20,6,0,11,28
brookdi01,Dillon Brooks,SMALL FORWARD,22,MEMPHIS GRIZZLIES,82,74,2350,340,772,94,264,124,166,49,208,135,73,17,124,233
brookma01,MarShon Brooks,SHOOTING GUARD,29,MEMPHIS GRIZZLIES,7,1,193,51,102,19,32,20,23,8,13,25,11,3,16,6
brownan02,Anthony Brown,SMALL FORWARD,25,MINNESOTA TIMBERWOLVES,1,0,4,1,1,1,1,0,0,0,0,1,0,0,0,0
brownbo02,Bobby Brown,POINT GUARD,33,HOUSTON ROCKETS,20,0,115,19,58,11,40,1,2,0,7,11,4,0,9,6
brownja02,Jaylen Brown,SHOOTING GUARD,21,BOSTON CELTICS,70,70,2152,373,803,121,306,150,233,66,280,114,70,26,124,181
brownlo01,Lorenzo Brown,POINT GUARD,27,TORONTO RAPTORS,14,0,139,14,34,2,12,2,2,1,14,13,5,0,3,7
brownma02,Markel Brown,SHOOTING GUARD,26,HOUSTON ROCKETS,4,0,31,2,7,1,5,0,0,1,4,2,0,0,2,6
brownst02,Sterling Brown,SHOOTING GUARD,22,MILWAUKEE BUCKS,54,4,776,82,205,32,91,21,24,27,116,25,31,13,25,80
brussni01,Nicolás Brussino,SMALL FORWARD,24,ATLANTA HAWKS,4,0,10,0,2,0,2,0,0,0,3,0,0,0,0,0
bryanth01,Thomas Bryant,CENTER,20,LOS ANGELES LAKERS,15,0,72,8,21,1,10,5,9,3,14,6,1,2,2,6
bullore01,Reggie Bullock,SMALL FORWARD,26,DETROIT PISTONS,62,52,1732,267,546,125,281,39,49,27,127,95,47,13,47,70
burketr01,Trey Burke,POINT GUARD,25,NEW YORK KNICKS,36,9,785,193,384,38,105,37,57,13,58,170,24,4,43,43
burksal01,Alec Burks,SHOOTING GUARD,26,UTAH JAZZ,64,1,1059,170,414,47,142,107,124,19,173,67,37,8,60,75
butleji01,Jimmy Butler,SHOOTING GUARD,28,MINNESOTA TIMBERWOLVES,59,59,2164,437,921,70,200,363,425,79,235,288,116,24,108,78
buyckdw01,Dwight Buycks,POINT GUARD,28,DETROIT PISTONS,29,0,427,82,198,15,45,36,41,12,29,59,19,2,39,39
cabocbr01,Bruno Caboclo,SMALL FORWARD,22,TORONTO RAPTORS,2,0,7,0,2,0,2,0,0,0,1,1,1,0,0,1
cabocbr01,Bruno Caboclo,SMALL FORWARD,22,SACRAMENTO KINGS,10,0,100,9,29,3,15,5,6,7,14,3,2,4,4,7
caldejo01,José Calderón,POINT GUARD,36,CLEVELAND CAVALIERS,57,32,914,93,185,45,97,24,30,14,70,117,27,2,41,81
caldwke01,Kentavious Caldwell-Pope,SHOOTING GUARD,24,LOS ANGELES LAKERS,74,74,2458,340,798,159,415,153,194,60,327,162,106,16,97,145
canaais01,Isaiah Canaan,SHOOTING GUARD,26,HOUSTON ROCKETS,1,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0
canaais01,Isaiah Canaan,POINT GUARD,26,PHOENIX SUNS,19,1,418,52,136,22,66,46,51,6,38,76,16,1,29,36
capelca01,Clint Capela,CENTER,23,HOUSTON ROCKETS,74,74,2034,441,676,0,1,144,257,241,561,68,58,137,103,185
carrode01,DeMarre Carroll,POWER FORWARD,31,BROOKLYN NETS,73,73,2180,325,785,145,391,188,246,105,374,147,59,30,103,165
cartevi01,Vince Carter,SMALL FORWARD,41,SACRAMENTO KINGS,58,5,1026,114,283,57,165,28,37,18,130,69,42,26,36,96
cartemi01,Michael Carter-Williams,POINT GUARD,26,CHARLOTTE HORNETS,52,2,835,76,229,14,59,73,89,37,101,116,44,23,52,99
carusal01,Alex Caruso,POINT GUARD,23,LOS ANGELES LAKERS,37,7,562,50,116,13,43,21,30,15,50,75,23,10,42,52
casspom01,Omri Casspi,SMALL FORWARD,29,GOLDEN STATE WARRIORS,53,7,740,120,207,10,22,50,69,30,170,51,18,19,37,71
caulewi01,Willie Cauley-Stein,CENTER,24,SACRAMENTO KINGS,73,58,2044,388,773,3,12,153,247,131,379,172,77,67,109,185
cavanty01,Tyler Cavanaugh,POWER FORWARD,23,ATLANTA HAWKS,39,1,518,67,152,32,89,17,21,45,82,27,9,4,14,61
chalmma01,Mario Chalmers,POINT GUARD,31,MEMPHIS GRIZZLIES,66,10,1421,168,443,53,191,118,138,13,144,197,79,14,117,179
chandty01,Tyson Chandler,CENTER,35,PHOENIX SUNS,46,46,1151,121,187,0,0,58,93,134,284,53,16,27,59,106
chandwi01,Wilson Chandler,SMALL FORWARD,30,DENVER NUGGETS,74,71,2346,281,631,88,246,88,114,102,296,159,43,39,92,156
chrisma01,Marquese Chriss,POWER FORWARD,20,PHOENIX SUNS,72,49,1527,202,477,56,190,96,158,76,319,83,51,70,107,205
clarkia01,Ian Clark,SHOOTING GUARD,26,NEW ORLEANS PELICANS,74,2,1455,222,495,62,195,45,59,10,117,110,33,10,57,120
clarkjo01,Jordan Clarkson,SHOOTING GUARD,25,LOS ANGELES LAKERS,53,2,1256,299,667,68,210,105,132,44,115,173,39,3,95,63
clarkjo01,Jordan Clarkson,SHOOTING GUARD,25,CLEVELAND CAVALIERS,28,0,632,131,287,44,108,47,58,13,45,48,19,3,32,44
clavegi01,Gian Clavell,SHOOTING GUARD,24,DALLAS MAVERICKS,7,0,64,6,18,6,15,2,2,1,6,3,2,0,2,8
clevean01,Antonius Cleveland,SHOOTING GUARD,23,DALLAS MAVERICKS,13,0,81,4,14,0,1,2,4,2,8,2,6,4,2,11
clevean01,Antonius Cleveland,SHOOTING GUARD,23,ATLANTA HAWKS,4,0,42,4,7,3,3,2,2,1,3,0,1,1,5,12
collijo01,John Collins,POWER FORWARD,20,ATLANTA HAWKS,74,26,1785,314,545,16,47,133,186,176,365,98,47,80,105,215
colliza01,Zach Collins,CENTER,20,PORTLAND TRAIL BLAZERS,66,1,1045,115,289,35,113,27,42,45,176,52,17,31,58,133
colliky01,Kyle Collinsworth,SMALL FORWARD,26,DALLAS MAVERICKS,32,2,480,38,99,4,17,21,40,32,75,56,17,9,24,44
collida01,Darren Collison,POINT GUARD,30,INDIANA PACERS,69,64,2018,316,638,96,205,127,144,37,141,368,92,15,86,122
collini01,Nick Collison,POWER FORWARD,37,OKLAHOMA CITY THUNDER,15,0,75,13,19,0,0,5,13,7,13,4,0,0,7,7
conlemi01,Mike Conley,POINT GUARD,30,MEMPHIS GRIZZLIES,12,12,373,64,168,24,77,53,66,0,27,49,12,3,18,24
connapa01,Pat Connaughton,SHOOTING GUARD,25,PORTLAND TRAIL BLAZERS,82,5,1488,165,390,74,210,37,44,36,125,91,23,22,43,120
cookqu01,Quinn Cook,POINT GUARD,24,GOLDEN STATE WARRIORS,33,18,740,122,252,46,104,22,25,10,72,89,12,1,32,59
cookech01,Charles Cooke,SHOOTING GUARD,23,NEW ORLEANS PELICANS,13,0,38,2,14,1,8,1,2,0,2,1,1,0,1,0
cooleja01,Jack Cooley,POWER FORWARD,26,SACRAMENTO KINGS,7,0,87,13,27,0,0,14,19,14,16,6,1,0,3,13
costema01,Matt Costello,CENTER,24,SAN ANTONIO SPURS,4,0,32,2,4,0,0,0,0,1,8,2,2,2,1,7
couside01,DeMarcus Cousins,CENTER,27,NEW ORLEANS PELICANS,48,48,1737,406,864,104,294,294,394,105,512,257,79,76,242,183
covinro01,Robert Covington,SMALL FORWARD,27,PHILADELPHIA 76ERS,80,80,2532,345,836,203,550,116,136,55,378,156,137,72,126,238
crabbal01,Allen Crabbe,SHOOTING GUARD,25,BROOKLYN NETS,75,68,2197,337,827,201,532,115,135,28,296,117,47,35,78,168
craigto01,Torrey Craig,SMALL FORWARD,27,DENVER NUGGETS,39,5,629,62,137,17,58,22,35,40,87,25,12,15,20,63
crawfja01,Jamal Crawford,SHOOTING GUARD,37,MINNESOTA TIMBERWOLVES,80,0,1653,308,742,104,314,102,113,21,78,185,40,9,95,85
crawfjo02,Jordan Crawford,SHOOTING GUARD,29,NEW ORLEANS PELICANS,5,0,53,12,27,8,14,1,1,2,2,13,1,1,5,7
crowdja01,Jae Crowder,SMALL FORWARD,27,CLEVELAND CAVALIERS,53,47,1346,157,376,62,189,78,92,41,132,58,41,12,42,124
crowdja01,Jae Crowder,SMALL FORWARD,27,UTAH JAZZ,27,0,744,114,295,48,152,43,56,18,84,41,23,9,32,63
cunnida01,Dante Cunningham,SMALL FORWARD,30,NEW ORLEANS PELICANS,51,24,1115,99,225,35,108,20,36,50,143,26,27,16,16,75
cunnida01,Dante Cunningham,SMALL FORWARD,30,BROOKLYN NETS,22,1,447,65,139,23,60,11,16,28,77,22,12,14,17,36
curryst01,Stephen Curry,POINT GUARD,29,GOLDEN STATE WARRIORS,51,51,1631,428,864,212,501,278,302,36,225,310,80,8,153,114
danietr01,Troy Daniels,SHOOTING GUARD,26,PHOENIX SUNS,79,15,1622,232,575,183,458,56,64,12,115,48,26,5,56,137
davisan02,Anthony Davis,POWER FORWARD,24,NEW ORLEANS PELICANS,75,75,2727,780,1462,55,162,495,598,187,645,174,115,193,162,159
davisde01,Deyonta Davis,CENTER,21,MEMPHIS GRIZZLIES,62,6,943,161,265,0,0,38,57,75,175,40,15,39,32,125
davised01,Ed Davis,CENTER,28,PORTLAND TRAIL BLAZERS,78,0,1471,170,292,0,1,74,111,183,392,40,32,52,66,188
dedmode01,Dewayne Dedmon,CENTER,28,ATLANTA HAWKS,62,46,1542,250,477,50,141,67,86,100,389,90,40,51,86,162
dekkesa01,Sam Dekker,POWER FORWARD,23,LOS ANGELES CLIPPERS,73,1,883,128,259,10,60,37,56,44,130,38,24,9,33,71
delanma01,Malcolm Delaney,POINT GUARD,28,ATLANTA HAWKS,54,3,1014,109,285,46,124,74,92,9,91,163,35,6,66,82
dellama01,Matthew Dellavedova,POINT GUARD,27,MILWAUKEE BUCKS,38,3,712,55,152,29,78,25,27,14,50,145,14,0,49,67
denglu01,Luol Deng,SMALL FORWARD,32,LOS ANGELES LAKERS,1,1,13,1,2,0,0,0,0,0,0,1,1,0,1,0
derozde01,DeMar DeRozan,SHOOTING GUARD,28,TORONTO RAPTORS,80,80,2711,645,1413,89,287,461,559,59,256,417,85,22,175,151
diallch01,Cheick Diallo,POWER FORWARD,21,NEW ORLEANS PELICANS,52,0,581,102,176,0,0,50,66,47,164,19,11,21,28,82
dienggo01,Gorgui Dieng,CENTER,28,MINNESOTA TIMBERWOLVES,79,0,1333,186,388,19,61,79,102,106,254,71,45,39,59,147
dinwisp01,Spencer Dinwiddie,POINT GUARD,24,BROOKLYN NETS,80,58,2306,324,838,141,433,218,268,40,219,524,68,23,128,186
dorsety01,Tyler Dorsey,SHOOTING GUARD,21,ATLANTA HAWKS,56,5,974,144,382,72,199,45,63,17,113,79,17,5,37,63
dotsoda01,Damyean Dotson,SHOOTING GUARD,23,NEW YORK KNICKS,44,2,474,72,161,22,68,16,23,9,75,31,12,2,17,34
doylemi01,Milton Doyle,SHOOTING GUARD,24,BROOKLYN NETS,10,0,125,13,47,4,23,4,8,3,15,10,6,2,2,13
doziepj01,PJ Dozier,POINT GUARD,21,OKLAHOMA CITY THUNDER,2,0,3,1,2,0,0,0,0,0,1,0,0,0,1,1
